"mapping_id","entity_type","legacy_url","legacy_path","legacy_slug","proposed_new_path","new_content_key","migration_action","redirect_status","mapping_status","note","source_sitemap","legacy_lastmod"
"MAP-0071","lesson","https://academy.octopus.be/nl/lessons/document-archief/","/nl/lessons/document-archief/","document-archief","/nl/cursussen/documenten-doorsturen-via-dms/lessons/document-archief/","lesson:document-archief","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T15:06:38+00:00"
"MAP-0072","lesson","https://academy.octopus.be/nl/lessons/document-import-viewer-of-div/","/nl/lessons/document-import-viewer-of-div/","document-import-viewer-of-div","/nl/cursussen/documenten-doorsturen-via-dms/lessons/document-import-viewer-of-div/","lesson:document-import-viewer-of-div","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T14:48:54+00:00"
"MAP-0073","lesson","https://academy.octopus.be/nl/lessons/document-koppelen-tijden-het-boeken-via-div/","/nl/lessons/document-koppelen-tijden-het-boeken-via-div/","document-koppelen-tijden-het-boeken-via-div","/nl/cursussen/documenten-doorsturen-via-dms/lessons/document-koppelen-tijden-het-boeken-via-div/","lesson:document-koppelen-tijden-het-boeken-via-div","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T14:43:01+00:00"
"MAP-0074","lesson","https://academy.octopus.be/nl/lessons/document-viewer/","/nl/lessons/document-viewer/","document-viewer","/nl/cursussen/documenten-doorsturen-via-dms/lessons/document-viewer/","lesson:document-viewer","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T15:16:51+00:00"
"MAP-0075","lesson","https://academy.octopus.be/nl/lessons/doorboeken/","/nl/lessons/doorboeken/","doorboeken","/nl/cursussen/ondernemer-facturatie/lessons/doorboeken/","lesson:doorboeken","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-28T10:38:07+00:00"
"MAP-0076","lesson","https://academy.octopus.be/nl/lessons/doorsturen-doc-via-de-unieke-e-mailadressen/","/nl/lessons/doorsturen-doc-via-de-unieke-e-mailadressen/","doorsturen-doc-via-de-unieke-e-mailadressen","/nl/cursussen/documenten-doorsturen-via-dms/lessons/doorsturen-doc-via-de-unieke-e-mailadressen/","lesson:doorsturen-doc-via-de-unieke-e-mailadressen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T14:44:46+00:00"
"MAP-0077","lesson","https://academy.octopus.be/nl/lessons/dossier-manager/","/nl/lessons/dossier-manager/","dossier-manager","/nl/cursussen/menu-beheer/lessons/dossier-manager/","lesson:dossier-manager","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:48:16+00:00"
"MAP-0078","lesson","https://academy.octopus.be/nl/lessons/dossiers/","/nl/lessons/dossiers/","dossiers","/nl/cursussen/menu-beheer/lessons/dossiers/","lesson:dossiers","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:49:29+00:00"
"MAP-0079","lesson","https://academy.octopus.be/nl/lessons/een-aankoopfactuur-en-creditnota-boeken/","/nl/lessons/een-aankoopfactuur-en-creditnota-boeken/","een-aankoopfactuur-en-creditnota-boeken","/nl/cursussen/hoe-een-boeking-inbrengen/lessons/een-aankoopfactuur-en-creditnota-boeken/","lesson:een-aankoopfactuur-en-creditnota-boeken","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:58:54+00:00"
"MAP-0080","lesson","https://academy.octopus.be/nl/lessons/eindklanten/","/nl/lessons/eindklanten/","eindklanten","/nl/cursussen/menu-beheer/lessons/eindklanten/","lesson:eindklanten","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-04-01T14:53:54+00:00"
"MAP-0081","lesson","https://academy.octopus.be/nl/lessons/e-invoicing-in-het-klantenportaal-voor-ondernemers/","/nl/lessons/e-invoicing-in-het-klantenportaal-voor-ondernemers/","e-invoicing-in-het-klantenportaal-voor-ondernemers","/nl/cursussen/octopus-webinars/lessons/e-invoicing-in-het-klantenportaal-voor-ondernemers/","lesson:e-invoicing-in-het-klantenportaal-voor-ondernemers","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T10:55:41+00:00"
"MAP-0082","lesson","https://academy.octopus.be/nl/lessons/e-invoicing-via-peppol-voor-ondernemers-2/","/nl/lessons/e-invoicing-via-peppol-voor-ondernemers-2/","e-invoicing-via-peppol-voor-ondernemers-2","/nl/cursussen/octopus-webinars/lessons/e-invoicing-via-peppol-voor-ondernemers-2/","lesson:e-invoicing-via-peppol-voor-ondernemers-2","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T10:50:16+00:00"
"MAP-0083","lesson","https://academy.octopus.be/nl/lessons/e-invoicing-via-peppol-voor-ondernemers-2-2/","/nl/lessons/e-invoicing-via-peppol-voor-ondernemers-2-2/","e-invoicing-via-peppol-voor-ondernemers-2-2","/nl/cursussen/octopus-webinars/lessons/e-invoicing-via-peppol-voor-ondernemers-2-2/","lesson:e-invoicing-via-peppol-voor-ondernemers-2-2","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T11:01:08+00:00"
"MAP-0084","lesson","https://academy.octopus.be/nl/lessons/extra-functies-bij-boeken-van-aankoopfacturen/","/nl/lessons/extra-functies-bij-boeken-van-aankoopfacturen/","extra-functies-bij-boeken-van-aankoopfacturen","/nl/cursussen/hoe-een-boeking-inbrengen/lessons/extra-functies-bij-boeken-van-aankoopfacturen/","lesson:extra-functies-bij-boeken-van-aankoopfacturen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:56:44+00:00"
"MAP-0085","lesson","https://academy.octopus.be/nl/lessons/facturen-ontvangen-via-peppol/","/nl/lessons/facturen-ontvangen-via-peppol/","facturen-ontvangen-via-peppol","/nl/cursussen/peppol/lessons/facturen-ontvangen-via-peppol/","lesson:facturen-ontvangen-via-peppol","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T14:35:47+00:00"
"MAP-0086","lesson","https://academy.octopus.be/nl/lessons/facturen-verzenden-via-peppol/","/nl/lessons/facturen-verzenden-via-peppol/","facturen-verzenden-via-peppol","/nl/cursussen/peppol/lessons/facturen-verzenden-via-peppol/","lesson:facturen-verzenden-via-peppol","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T14:34:28+00:00"
"MAP-0087","lesson","https://academy.octopus.be/nl/lessons/fiche-281-50/","/nl/lessons/fiche-281-50/","fiche-281-50","/nl/cursussen/lijsten-in-octopus/lessons/fiche-281-50/","lesson:fiche-281-50","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:05:48+00:00"
"MAP-0088","lesson","https://academy.octopus.be/nl/lessons/fiscale-aftrek/","/nl/lessons/fiscale-aftrek/","fiscale-aftrek","/nl/cursussen/menu-beheer/lessons/fiscale-aftrek/","lesson:fiscale-aftrek","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:40:43+00:00"
"MAP-0089","lesson","https://academy.octopus.be/nl/lessons/gebruikers/","/nl/lessons/gebruikers/","gebruikers","/nl/cursussen/menu-beheer/lessons/gebruikers/","lesson:gebruikers","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-04-01T12:52:25+00:00"
"MAP-0090","lesson","https://academy.octopus.be/nl/lessons/gebruik-maken-van-de-app-realtime/","/nl/lessons/gebruik-maken-van-de-app-realtime/","gebruik-maken-van-de-app-realtime","/nl/cursussen/documenten-doorsturen-via-dms/lessons/gebruik-maken-van-de-app-realtime/","lesson:gebruik-maken-van-de-app-realtime","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T11:25:51+00:00"
"MAP-0091","lesson","https://academy.octopus.be/nl/lessons/gebruik-maken-van-het-klantenportaal/","/nl/lessons/gebruik-maken-van-het-klantenportaal/","gebruik-maken-van-het-klantenportaal","/nl/cursussen/documenten-doorsturen-via-dms/lessons/gebruik-maken-van-het-klantenportaal/","lesson:gebruik-maken-van-het-klantenportaal","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T11:23:51+00:00"
"MAP-0092","lesson","https://academy.octopus.be/nl/lessons/gespreide-kosten/","/nl/lessons/gespreide-kosten/","gespreide-kosten","/nl/cursussen/lijsten-in-octopus/lessons/gespreide-kosten/","lesson:gespreide-kosten","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:24:52+00:00"
"MAP-0093","lesson","https://academy.octopus.be/nl/lessons/historieken/","/nl/lessons/historieken/","historieken","/nl/cursussen/lijsten-in-octopus/lessons/historieken/","lesson:historieken","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:20:10+00:00"
"MAP-0094","lesson","https://academy.octopus.be/nl/lessons/hoe-octopus-bestellen/","/nl/lessons/hoe-octopus-bestellen/","hoe-octopus-bestellen","/nl/cursussen/met-het-pakket-starten/lessons/hoe-octopus-bestellen/","lesson:hoe-octopus-bestellen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T11:49:16+00:00"
"MAP-0095","lesson","https://academy.octopus.be/nl/lessons/installatie-facturatiemodule/","/nl/lessons/installatie-facturatiemodule/","installatie-facturatiemodule","/nl/cursussen/ondernemer-facturatie/lessons/installatie-facturatiemodule/","lesson:installatie-facturatiemodule","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:31:45+00:00"
"MAP-0096","lesson","https://academy.octopus.be/nl/lessons/installatie-van-het-klantenportaal/","/nl/lessons/installatie-van-het-klantenportaal/","installatie-van-het-klantenportaal","/nl/cursussen/klantenportaal/lessons/installatie-van-het-klantenportaal/","lesson:installatie-van-het-klantenportaal","migrate+redirect","301","todo","Bevestigd via canonical en course links naar klantenportaal.","sfwd-lessons-sitemap.xml","2026-01-21T15:55:35+00:00"
"MAP-0097","lesson","https://academy.octopus.be/nl/lessons/intrastat-aangifte/","/nl/lessons/intrastat-aangifte/","intrastat-aangifte","/nl/cursussen/lijsten-in-octopus/lessons/intrastat-aangifte/","lesson:intrastat-aangifte","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:11:50+00:00"
"MAP-0098","lesson","https://academy.octopus.be/nl/lessons/introductie/","/nl/lessons/introductie/","introductie","/nl/cursussen/klantenportaal/lessons/introductie/","lesson:introductie","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T11:20:43+00:00"
"MAP-0099","lesson","https://academy.octopus.be/nl/lessons/intro-een-eerste-rondleiding-in-octopus/","/nl/lessons/intro-een-eerste-rondleiding-in-octopus/","intro-een-eerste-rondleiding-in-octopus","/nl/cursussen/met-het-pakket-starten/lessons/intro-een-eerste-rondleiding-in-octopus/","lesson:intro-een-eerste-rondleiding-in-octopus","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:34:00+00:00"
"MAP-0100","lesson","https://academy.octopus.be/nl/lessons/intro-facturatie/","/nl/lessons/intro-facturatie/","intro-facturatie","/nl/cursussen/ondernemer-facturatie/lessons/intro-facturatie/","lesson:intro-facturatie","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:32:57+00:00"
"MAP-0101","lesson","https://academy.octopus.be/nl/lessons/investeringsaftrek/","/nl/lessons/investeringsaftrek/","investeringsaftrek","/nl/cursussen/lijsten-in-octopus/lessons/investeringsaftrek/","lesson:investeringsaftrek","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T15:32:48+00:00"
"MAP-0102","lesson","https://academy.octopus.be/nl/lessons/investeringsoverzicht-en-afschrijvingstabel/","/nl/lessons/investeringsoverzicht-en-afschrijvingstabel/","investeringsoverzicht-en-afschrijvingstabel","/nl/cursussen/lijsten-in-octopus/lessons/investeringsoverzicht-en-afschrijvingstabel/","lesson:investeringsoverzicht-en-afschrijvingstabel","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:08:42+00:00"
"MAP-0103","lesson","https://academy.octopus.be/nl/lessons/les-3/","/nl/lessons/les-3/","les-3","/nl/cursussen/klantenportaal/lessons/les-3/","lesson:les-3","migrate+redirect","301","todo","Legacy slug is generiek; voorlopig onder klantenportaal geplaatst, finale rename voorzien bij content cleanup.","sfwd-lessons-sitemap.xml","2025-02-24T08:27:42+00:00"
"MAP-0104","lesson","https://academy.octopus.be/nl/lessons/les-4/","/nl/lessons/les-4/","les-4","/nl/cursussen/klantenportaal/lessons/les-4/","lesson:les-4","migrate+redirect","301","todo","Titel verwijst naar klantenportaal voor ondernemers; gemapt onder klantenportaal.","sfwd-lessons-sitemap.xml","2025-03-27T11:17:09+00:00"
"MAP-0105","lesson","https://academy.octopus.be/nl/lessons/muntcodes/","/nl/lessons/muntcodes/","muntcodes","/nl/cursussen/menu-beheer/lessons/muntcodes/","lesson:muntcodes","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:43:38+00:00"
"MAP-0106","lesson","https://academy.octopus.be/nl/lessons/nazicht-klanten-of-leveranciers/","/nl/lessons/nazicht-klanten-of-leveranciers/","nazicht-klanten-of-leveranciers","/nl/cursussen/lijsten-in-octopus/lessons/nazicht-klanten-of-leveranciers/","lesson:nazicht-klanten-of-leveranciers","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:22:37+00:00"
"MAP-0107","lesson","https://academy.octopus.be/nl/lessons/nazicht-rekeningen/","/nl/lessons/nazicht-rekeningen/","nazicht-rekeningen","/nl/cursussen/lijsten-in-octopus/lessons/nazicht-rekeningen/","lesson:nazicht-rekeningen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:21:29+00:00"
"MAP-0108","lesson","https://academy.octopus.be/nl/lessons/offertes-of-leveringsnotas-aanmaken-en-bundelen/","/nl/lessons/offertes-of-leveringsnotas-aanmaken-en-bundelen/","offertes-of-leveringsnotas-aanmaken-en-bundelen","/nl/cursussen/ondernemer-facturatie/lessons/offertes-of-leveringsnotas-aanmaken-en-bundelen/","lesson:offertes-of-leveringsnotas-aanmaken-en-bundelen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:29:07+00:00"
"MAP-0109","lesson","https://academy.octopus.be/nl/lessons/omzetvergelijking-btw/","/nl/lessons/omzetvergelijking-btw/","omzetvergelijking-btw","/nl/cursussen/lijsten-in-octopus/lessons/omzetvergelijking-btw/","lesson:omzetvergelijking-btw","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:15:23+00:00"
"MAP-0110","lesson","https://academy.octopus.be/nl/lessons/omzetvergelijking-klanten-of-leveranciers/","/nl/lessons/omzetvergelijking-klanten-of-leveranciers/","omzetvergelijking-klanten-of-leveranciers","/nl/cursussen/lijsten-in-octopus/lessons/omzetvergelijking-klanten-of-leveranciers/","lesson:omzetvergelijking-klanten-of-leveranciers","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:16:41+00:00"
"MAP-0111","lesson","https://academy.octopus.be/nl/lessons/opzoeken-documenten-en-controle-dubbele-boekingen/","/nl/lessons/opzoeken-documenten-en-controle-dubbele-boekingen/","opzoeken-documenten-en-controle-dubbele-boekingen","/nl/cursussen/lijsten-in-octopus/lessons/opzoeken-documenten-en-controle-dubbele-boekingen/","lesson:opzoeken-documenten-en-controle-dubbele-boekingen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:25:59+00:00"
"MAP-0112","lesson","https://academy.octopus.be/nl/lessons/opzoeken-gekoppeld-document-2/","/nl/lessons/opzoeken-gekoppeld-document-2/","opzoeken-gekoppeld-document-2","/nl/cursussen/documenten-doorsturen-via-dms/lessons/opzoeken-gekoppeld-document-2/","lesson:opzoeken-gekoppeld-document-2","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T14:40:02+00:00"
"MAP-0113","lesson","https://academy.octopus.be/nl/lessons/oss-aangifte/","/nl/lessons/oss-aangifte/","oss-aangifte","/nl/cursussen/lijsten-in-octopus/lessons/oss-aangifte/","lesson:oss-aangifte","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:13:00+00:00"
"MAP-0114","lesson","https://academy.octopus.be/nl/lessons/overzicht-leningen/","/nl/lessons/overzicht-leningen/","overzicht-leningen","/nl/cursussen/lijsten-in-octopus/lessons/overzicht-leningen/","lesson:overzicht-leningen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:06:53+00:00"
"MAP-0115","lesson","https://academy.octopus.be/nl/lessons/rappels/","/nl/lessons/rappels/","rappels","/nl/cursussen/ondernemer-facturatie/lessons/rappels/","lesson:rappels","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-28T10:39:48+00:00"
"MAP-0116","lesson","https://academy.octopus.be/nl/lessons/rekeningen/","/nl/lessons/rekeningen/","rekeningen","/nl/cursussen/menu-beheer/lessons/rekeningen/","lesson:rekeningen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:42:31+00:00"
"MAP-0117","lesson","https://academy.octopus.be/nl/lessons/relaties/","/nl/lessons/relaties/","relaties","/nl/cursussen/menu-beheer/lessons/relaties/","lesson:relaties","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:39:40+00:00"
"MAP-0118","lesson","https://academy.octopus.be/nl/lessons/uploaden-doc-via-div/","/nl/lessons/uploaden-doc-via-div/","uploaden-doc-via-div","/nl/cursussen/documenten-doorsturen-via-dms/lessons/uploaden-doc-via-div/","lesson:uploaden-doc-via-div","migrate+redirect","301","todo","Legacy URL eindigt vandaag op 404 via redirect chain; DMS-koppeling op basis van slug en sitemap image metadata.","sfwd-lessons-sitemap.xml","2025-03-27T14:46:18+00:00"
"MAP-0119","lesson","https://academy.octopus.be/nl/lessons/verkoopfacturen/","/nl/lessons/verkoopfacturen/","verkoopfacturen","/nl/cursussen/ondernemer-facturatie/lessons/verkoopfacturen/","lesson:verkoopfacturen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:28:04+00:00"
"MAP-0120","lesson","https://academy.octopus.be/nl/lessons/verkoopfacturen-2/","/nl/lessons/verkoopfacturen-2/","verkoopfacturen-2","/nl/cursussen/klantenportaal/lessons/verkoopfacturen-2/","lesson:verkoopfacturen-2","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T11:19:23+00:00"
"MAP-0121","lesson","https://academy.octopus.be/nl/lessons/verkoopfacturen-en-creditnotas/","/nl/lessons/verkoopfacturen-en-creditnotas/","verkoopfacturen-en-creditnotas","/nl/cursussen/hoe-een-boeking-inbrengen/lessons/verkoopfacturen-en-creditnotas/","lesson:verkoopfacturen-en-creditnotas","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T16:59:59+00:00"
"MAP-0122","lesson","https://academy.octopus.be/nl/lessons/wachtwoord-wijzigen/","/nl/lessons/wachtwoord-wijzigen/","wachtwoord-wijzigen","/nl/cursussen/menu-beheer/lessons/wachtwoord-wijzigen/","lesson:wachtwoord-wijzigen","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-04-01T12:52:34+00:00"
"MAP-0123","lesson","https://academy.octopus.be/nl/lessons/wat-is-dms/","/nl/lessons/wat-is-dms/","wat-is-dms","/nl/cursussen/documenten-doorsturen-via-dms/lessons/wat-is-dms/","lesson:wat-is-dms","migrate+redirect","301","todo","","sfwd-lessons-sitemap.xml","2025-03-27T15:18:27+00:00"
"MAP-0124","lesson","https://academy.octopus.be/nl/lessons/werken-met-het-klantenportaal-voor-accountants/","/nl/lessons/werken-met-het-klantenportaal-voor-accountants/","werken-met-het-klantenportaal-voor-accountants","/nl/cursussen/klantenportaal/lessons/werken-met-het-klantenportaal-voor-accountants/","lesson:werken-met-het-klantenportaal-voor-accountants","migrate+redirect","301","todo","Titel en media duiden op klantenportaal; gemapt onder klantenportaal.","sfwd-lessons-sitemap.xml","2025-03-27T11:15:03+00:00"
"MAP-0125","category","https://academy.octopus.be/nl/course-category/basiskennis-boekhouden-met-octopus/","/nl/course-category/basiskennis-boekhouden-met-octopus/","basiskennis-boekhouden-met-octopus","/nl/cursussen/categorie/basiskennis-boekhouden-met-octopus/","category:basiskennis-boekhouden-met-octopus","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-03-28T10:32:09+00:00"
"MAP-0126","category","https://academy.octopus.be/nl/course-category/boekhouding/","/nl/course-category/boekhouding/","boekhouding","/nl/cursussen/categorie/boekhouding/","category:boekhouding","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-03-28T10:31:17+00:00"
"MAP-0127","category","https://academy.octopus.be/nl/course-category/cursussen-in-de-kijker/","/nl/course-category/cursussen-in-de-kijker/","cursussen-in-de-kijker","/nl/cursussen/categorie/cursussen-in-de-kijker/","category:cursussen-in-de-kijker","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0128","category","https://academy.octopus.be/nl/course-category/digitaal-boekhouden/","/nl/course-category/digitaal-boekhouden/","digitaal-boekhouden","/nl/cursussen/categorie/digitaal-boekhouden/","category:digitaal-boekhouden","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0129","category","https://academy.octopus.be/nl/course-category/digitaliseren-met-octopus/","/nl/course-category/digitaliseren-met-octopus/","digitaliseren-met-octopus","/nl/cursussen/categorie/digitaliseren-met-octopus/","category:digitaliseren-met-octopus","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0130","category","https://academy.octopus.be/nl/course-category/how-tos/","/nl/course-category/how-tos/","how-tos","/nl/cursussen/categorie/how-tos/","category:how-tos","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0131","category","https://academy.octopus.be/nl/course-category/how-tos-in-de-kijker/","/nl/course-category/how-tos-in-de-kijker/","how-tos-in-de-kijker","/nl/cursussen/categorie/how-tos-in-de-kijker/","category:how-tos-in-de-kijker","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0132","category","https://academy.octopus.be/nl/course-category/klantenportaal/","/nl/course-category/klantenportaal/","klantenportaal","/nl/cursussen/categorie/klantenportaal/","category:klantenportaal","migrate+redirect","301","todo","","ld_course_category-sitemap.xml","2025-03-28T10:26:26+00:00"
"MAP-0133","tag","https://academy.octopus.be/nl/course-tag/boekhoudprogramma/","/nl/course-tag/boekhoudprogramma/","boekhoudprogramma","/nl/cursussen/tag/boekhoudprogramma/","tag:boekhoudprogramma","migrate+redirect","301","todo","","ld_course_tag-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0134","tag","https://academy.octopus.be/nl/course-tag/gevorderd/","/nl/course-tag/gevorderd/","gevorderd","/nl/cursussen/tag/gevorderd/","tag:gevorderd","migrate+redirect","301","todo","","ld_course_tag-sitemap.xml","2025-03-28T10:28:48+00:00"
"MAP-0135","tag","https://academy.octopus.be/nl/course-tag/klantenportaal/","/nl/course-tag/klantenportaal/","klantenportaal","/nl/cursussen/tag/klantenportaal/","tag:klantenportaal","migrate+redirect","301","todo","","ld_course_tag-sitemap.xml","2025-10-30T09:31:00+00:00"
"MAP-0136","tag","https://academy.octopus.be/nl/course-tag/starter/","/nl/course-tag/starter/","starter","/nl/cursussen/tag/starter/","tag:starter","migrate+redirect","301","todo","","ld_course_tag-sitemap.xml","2025-03-28T10:32:09+00:00"
